 58  3 11 27  6  4 15 22 27 39 39235.0
 58  3 12132132111 39 32 32 22 15232.0
 58  3 13 39 56 67 48 67 48 48  9238.0
 58  3 14 12  5  3  6 67 39 12 12227.0
 58  3 15  9 32 39 39 22 27 12  7217.0
 58  3 16 39 32  9  9  5  7 12 18214.0
 58  3 17 12 18 39 48 27 27 39  6208.0
 58  3 18 15 27 39 12 32 67 56 22210.0
 58  3 19 27 32 39 27 39 56 67 67220.0
 58  3 20 48 48 32 27 22 27 48 48232.0
 58  3 21 27 48 27 18 39 48 18 39224.0
 58  3 22 80 39  7  6 12  6  7 32266.0
 58  3 23 27 27 18 18 12 15 39  9268.0
 58  3 24 18 27 18 18 22 48 39 27274.0
 58  3 25 48 18 27 18 22 80 27 27258.0
 58  3 26 18 15  9 27 48 56 22 22284.0
 58  3 27 27 12 12 15  6 15 15 32302.0
 58  3 28 12 18 15  6  6 32 15 15295.0
 58  3 29 22 18  7  5  3 12  7  7332.0
 58  3 30  5  4 32 39 56 67 27 22344.0
 58  3 31 15 32 18 15 15 18 15 15338.0
 58  4  1 22 22 12 12 18 18 27 22331.0
 58  4  2 18 32 56 48 32 48 22 18326.0
 58  4  3 32 27 18 12  9  9 18 22302.0
 58  4  4 18 22 22 22 39 27 67 67295.0
 58  4  5 39 56 27 22 18 18 12 18290.0
 58  4  6 27 12 15 27 15 22 18 48289.0
 58  4  7 18 27 15 15 15 15 18 15283.0
 58  4  8 12 12  6  6  6  7  9 15272.0
 58  4  9  9 18  4  4  4  6 12 15250.0
 58  4 10  5  4  4  4  4  4  5  9244.0
 58  4 11  7  9  3  9  4  5  6 15216.0
 58  4 12  2  4  3  5  4  7  7 12196.0
 58  4 13  7  5  7  4  4  5  6  6179.0
 58  4 14  6  7  9 32 39 27 18 18177.0
 58  4 15 39 48 32 15 12 12 22 18188.0
 58  4 16 27 27 32 27 27 27 39 48197.0
 58  4 17 67 48 32 27 32 80 67 80207.0
 58  4 18 48 56 39 27 32 48 48 56213.0
 58  4 19 22 18 15 32 18 22 32 32221.0
 58  4 20 15 22 22  6 12 12 12 22226.0
 58  4 21  7 18  9 12 12 15  7 32229.0
 58  4 22  9  9  9  9  4  5  5  2237.0
 58  4 23  0  0  3  7  7 18  7 15235.0
 58  4 24 18 27 22  7  7 18  6 12244.0
 58  4 25 22 22  7  7 18  5  4  2241.0
 58  4 26  2  2  4  4 12 39 32  9245.0
 58  4 27  4  6  9  4  5 15 22 15247.0
 58  4 28 18 27 18 18 27 22 27 39258.0
 58  4 29 39 56 27 27 27 32 18 22255.0
 58  4 30 32 32 27 18 18 32 32 39265.0
 58  5  1 22 15 18 22  9 22 27 32266.0
 58  5  2 15 27 12  7  3  5 12  6276.0
 58  5  3  6 12  3  6  5  5  7  9  0.0
 58  5  4 12  9 15  6  6  5  3 12280.0
 58  5  5  9 12  6  4  5 12 22 22269.0
 58  5  6 18 12  9  6  5  5  5  4263.0
 58  5  7  5  6  6  5  3  3  7 12249.0
 58  5  8  6  6  7  6 18 12 12 22236.0
 58  5  9  7  6 22 15 15  4  6  7239.0
 58  5 10 15 12 12 27 22 27 27 18209.0
 58  5 11  3  3 18 22  7 12  9  4211.0
 58  5 12  2  2  7  5  7 27 32 32209.0
 58  5 13 22  9 15 18 39 32 32 67203.0
 58  5 14 67 32 48 22 39 22 32 39194.0
 58  5 15 27 48 22 12 18 27 39 22196.0
 58  5 16 27 18 12  9 15 27 12  7194.0
 58  5 17 15 22  9 12 22 18 18 18194.0
 58  5 18 32 12 12 18 15 22 15 15197.0
 58  5 19  7 15 22  6  7  5  9 12197.0
 58  5 20  6  4  3  5  5  3  4  7197.0
 58  5 21 12 15  6  2  4  4  5  3199.0
 58  5 22  4  3  3  5  9  7  3  5199.0
 58  5 23  9  4  3  3  3  3  4  4206.0
 58  5 24  0  2  2  4  5  3  2  2211.0
 58  5 25  2  5  4  3  2 12 18 32207.0
 58  5 26 27 18 15 32111 67 18 27210.0
 58  5 27 15 12  9 27 32 22 27 48201.0
 58  5 28 39 22 15  6 12 12 18 18202.0
 58  5 29 48 48 67 94 67 39 39 18219.0
 58  5 30 18 18 12  7  7  9  5 18213.0
 58  5 31  9 27  7 18 32 94179207209.0
 58  6  1179 94 67 18 12 27 48 32219.0
 58  6  2 32 18 32 27 39 32 22  3220.0
 58  6  3  3  5  5  6  7 12  5  3227.0
 58  6  4  5  9  5  6  4  6  5  3246.0
 58  6  5  3  5  6  5 12 22  5  5256.0
 58  6  6  3  9 15  9  4 12 15 56260.0
 58  6  7179132 94132 27 18 22 12238.0
 58  6  8  5  5  5  6  4 18 32 32233.0
 58  6  9 48  9 22 18 22 22 39 80252.0
 58  6 10 56 39 27 22 22 18 22 39234.0
 58  6 11 18 27 12 18 18 18 18 18235.0
 58  6 12  6 22 18 18 12 18 12 12227.0
 58  6 13  9 15  9  5  3  7 15  9220.0
 58  6 14  6  3  7  6  5  4 48 39208.0
 58  6 15 15 39 56 32  9  7  7  3197.0
 58  6 16 12  6 18 12 18  7  5  4191.0
 58  6 17  4  7  4  5  4  2  5  5182.0
 58  6 18  3  3  3  5  9  9 12  9177.0
 58  6 19  5  5  6  5  6 18 15 12189.0
 58  6 20 12  3  4  4  6  4  5 22193.0
 58  6 21 22 39 32 94 94 94 94 56194.0
 58  6 22 80 39 56 39 22  9 22 39213.0
 58  6 23 22 18 18  6  9 12 15  7217.0
 58  6 24 15 22 22 15 18 15 15 22221.0
 58  6 25 15 15 12 22  9 15 18 18226.0
 58  6 26  9  9  7  6  7  9  6  9233.0
 58  6 27  9  6  9  6  5  5  5 15237.0
 58  6 28  9 18 27 22 15 39132179232.0
 58  6 29132207111 56179 94 32 12220.0
 58  6 30  7 12  6  5  6 12 15  9217.0
 58  7  1 48 18 18 12 15 12  6  6215.0
 58  7  2  3  5  6  5  7  7  9  9215.0
 58  7  3 12  7 15 12  9 39 15  9224.0
 58  7  4  7 12 27 22 22 39 22 18232.0
 58  7  5  9  6  7 12 15  7  7 27238.0
 58  7  6 12  9  4  4  5  4  5  2232.0
 58  7  7  3  6  9 27 18 18 32 22237.0
 58  7  8 15 12154179236400300300232.0
 58  7  9 94 67 80132 94 48 15 67218.0
 58  7 10 48 18 12  9 12  7  9 22208.0
 58  7 11 22  9 12  9  9  9 27 22203.0
 58  7 12 27 18 27 32 18 22 18  7188.0
 58  7 13 22 18 22  9  6 15  5 22191.0
 58  7 14 15 18 27 18  9 12  6  5182.0
 58  7 15  5  7  5  5  7  4  7  7181.0
 58  7 16  7  7  4  5  7  6  5 12192.0
 58  7 17 27 39 27 18  6  5  4  3188.0
 58  7 18 15 18 48 22 56 48 39 27190.0
 58  7 19 12 15 48 12 12  7 48 48205.0
 58  7 20 27 39 22 18 18 27 12 12200.0
 58  7 21 12 15 22  9  9111154 94209.0
 58  7 22 32 18 12 18 48 15 12  7214.0
 58  7 23  6  5  5  7  9  4  5  9213.0
 58  7 24 12  7  6  7 27 39 27 18228.0
 58  7 25  7  9 22 32 32 22 32 27240.0
 58  7 26 27 15  9 15  6  5  7  5260.0
 58  7 27  9 22 48 32 39  9 39 27261.0
 58  7 28 27 12  9  4  4  4  9 12290.0
 58  7 29  9  9  3  4  5  6 27  9285.0
 58  7 30  6  9  9  6  9 22 15 18287.0
 58  7 31  7  5  9 12  7 56 18  9288.0
 58  8  1  9  6  4 27 32 12 18  9274.0
 58  8  2  7  7  9 15 22 15  9  9254.0
 58  8  3 22 15 12  9 12  7  3  3237.0
 58  8  4  4  6  5  4  5  4  4  4216.0
 58  8  5  5  4  5  6  7  4  4  4221.0
 58  8  6  6  5  3  5  3  4  4  7239.0
 58  8  7  4  5 15 15 27  7 15  5235.0
 58  8  8  4  4  3  4  7  9  2  3236.0
 58  8  9 12  9  4  3  5  6  5 12225.0
 58  8 10  7  6 15 18 18 27 22 15222.0
 58  8 11 15 12 18 32  9  7 15  9225.0
 58  8 12  7 12 15 12  7  3 15 12222.0
 58  8 13 15 12 22 18  6  9  5  5236.0
 58  8 14  7  4  4  2  0  9  9 18235.0
 58  8 15  9 18  6  7  7  7  7  9231.0
 58  8 16 22 12  7  6 12 22 15  4215.0
 58  8 17  5  6 80 32111154154111211.0
 58  8 18 48 39 22 18 12  7  7  7218.0
 58  8 19 15 18 12 15  6  9  9  7219.0
 58  8 20  6  7  7  4  6  6  3  5220.0
 58  8 21  5  4  2  9  7  7  5 12231.0
 58  8 22 67 67 67 22 12 15 15  7239.0
 58  8 23  4 22 18  9  9 15 15 15243.0
 58  8 24154179 80111 94 27 18 15253.0
 58  8 25 27 27 18 15 39  5  7  5263.0
 58  8 26  6 18 18 27 18  7  9 12264.0
 58  8 27 32 80111111 48 27 80 22252.0
 58  8 28  6  7 12 15 12 15 22 12244.0
 58  8 29  6  9  9 18 15  6 15 12252.0
 58  8 30  9  9  9  7 15  9  6  9249.0
 58  8 31  7  9  7  6  6 15  4  0259.0
 58  9  1  0  2  5 12  9  7  3  3261.0
 58  9  2  5  5  5  5  6  4  3  4281.0
 58  9  3  7  6 27 56111 80111111270.0
 58  9  4 48 32 18 22154300236236256.0
 58  9  5207179 32 27 18 22 67 15233.0
 58  9  6  9  9  6  5  6  6  6  5216.0
 58  9  7  6 18  9 15 15 18 22 27210.0
 58  9  8 32 18  9 12  6 22  5 56211.0
 58  9  9 27 15 15 22 39 22 22 39235.0
 58  9 10 18  9  7  7 18 15  7 12245.0
 58  9 11  9  9  7  7  5  6  7  5250.0
 58  9 12  7  7  4  5  3  5  5  3270.0
 58  9 13  2  2  4  3  3  3  5  4285.0
 58  9 14  0  4  5  6  5  4  5  4290.0
 58  9 15  3  3  4  6  5  7 12  9271.0
 58  9 16 18 39 27 39 56 56 56 32263.0
 58  9 17 27 27  9  9 18  7  5  3259.0
 58  9 18  2  3  3  4  3  6  7  5246.0
 58  9 19  3  2  4  7  7  2  5  3243.0
 58  9 20  4  5  5  3  3  3  6  6231.0
 58  9 21  5  2  3  4  4  4  6  4221.0
 58  9 22  4  2  2  3  2  5  7  3249.0
 58  9 23  6  6  6  4  3  3  3  7226.0
 58  9 24 12  3  4  6  6  4  4  9225.0
 58  9 25 18 80 80 80 94 94 80132222.0
 58  9 26 48 48 22 27 18 18  9  9218.0
 58  9 27  6  6  9 12  9 12  9 15219.0
 58  9 28 15 18  9 12  5  5  3  0225.0
 58  9 29  2  9  7  9  5  3  2  2227.0
 58  9 30  4  3  5 22 22 22 39 39228.0
 58 10  1  6 18 32  9  5  6 12 32231.0
 58 10  2 27 22 15  6  4  4  3  9221.0
 58 10  3  7 27 22 12 27 27 18  5219.0
 58 10  4  4  4  7  3  7  4  3  5215.0
 58 10  5 22  7 12  9  9 12 15 18199.0
 58 10  6  5 12  5  9 22  7 15 18189.0
 58 10  7  9 15 15 15  9 18  9 18189.0
 58 10  8 22 22 15  6  4  3  3  6187.0
 58 10  9  5  6  3  6  4  4  5  4192.0
 58 10 10  3  4  4  2  3  7  5  3198.0
 58 10 11  7  4  6  5  4  4  5  9210.0
 58 10 12  3  2  2  3  3  5  5  4219.0
 58 10 13  2  7  7 15  7  5  7  4225.0
 58 10 14  4  9  4  7 12  5  6  7228.0
 58 10 15 15  9  9  9  9  6 12  7230.0
 58 10 16  6 27 15  6  5  5  4  5253.0
 58 10 17  7 18  9  4  5  9 12  7286.0
 58 10 18  9 12 12  6  5  7  4  6286.0
 58 10 19  4  7  5  9  9 18  7  9296.0
 58 10 20 12  3  3  3  3  6  7 15278.0
 58 10 21  7 15  6  7  6  3  4  4277.0
 58 10 22  3 56 80 39 18 56 67 56270.0
 58 10 23 39 56 67 48 39 32 39 32240.0
 58 10 24 39 48111 94111132 94 80227.0
 58 10 25 27 15 18  6  4  4  4  4191.0
 58 10 26  3  7 22 12  9 12 15  7194.0
 58 10 27 18 18  9  9  6 32 94 56191.0
 58 10 28 18 12 56 56 48 39 39 27209.0
 58 10 29 22 18 12 12  7 15 32 39220.0
 58 10 30 18 12 15 18 18 22 18 32228.0
 58 10 31 12 18  9 12  9 22  7  6222.0
 58 11  1  5  5  7  9  9  7  6  7234.0
 58 11  2  4  2  5  7 12 56 32 12241.0
 58 11  3 15 27  7  9 15  7  7  7224.0
 58 11  4  7 15  4 12 18  4  9  7220.0
 58 11  5  3  2  4  3  2  4  2  2222.0
 58 11  6  2  2  3  3  3  3  4  5204.0
 58 11  7  3  4  5  9  9  9  4  6206.0
 58 11  8  2  3  4  6  2  4  2  3191.0
 58 11  9  2  9  7  5  3  2  3  3180.0
 58 11 10  3  9 12 32  7 15 15  7169.0
 58 11 11 48 32 22  9  9  5  5  3166.0
 58 11 12  3  6  4 12 22  9  9  9166.0
 58 11 13 12 15  7  5  3  4  3  3163.0
 58 11 14  5  3  2  0  3  3  2  7166.0
 58 11 15  6  6 12  5  9  2  2  3166.0
 58 11 16  9 18 12 12 12  7  2  3169.0
 58 11 17  6 12 18 12  6  6  5  6173.0
 58 11 18  4  3 15  6  9  7  9 15174.0
 58 11 19  6  5  6  6  6  7  2  2183.0
 58 11 20  5  5  3  6  5  5  2  0187.0
 58 11 21  4  2  4  6  4  6  2  2194.0
 58 11 22  6  5  2  4  4  2  2  2200.0
 58 11 23  5  3  6 12 15  6  3  3213.0
 58 11 24  0  0  9 18 18  9  7  7229.0
 58 11 25  3  5  4  4 15 22 15 15243.0
 58 11 26 15 12  4  6  7  9  9  6264.0
 58 11 27  5 15  7 12  9 12  7  7268.0
 58 11 28 18 27 27 22 27 12  9  6259.0
 58 11 29 12 18 15 15 12 15  2  4263.0
 58 11 30  0  3  2  4  4  2  0  0264.0
 58 12  1  0  0  0  3  4  5  4  2268.0
 58 12  2  6  5  6 22 32 27 27 56259.0
 58 12  3 18 15  5  5  3  4  4  3241.0
 58 12  4 22 15 27 56 67 56111 80241.0
 58 12  5132 32 18 12  7  7  5  7253.0
 58 12  6  7  5  5 22 22 15  5 12249.0
 58 12  7  6 12  9  5  5  4  3  3253.0
 58 12  8  2  0  2  7  9 15 27 18260.0
 58 12  9 22 15 27 12  6  7  3  3254.0
 58 12 10  4  7  9  3  2  3  0  2269.0
 58 12 11  5  7  7 12  7  5  5 18256.0
 58 12 12  7  7  0  5  5  4  7  9257.0
 58 12 13 56 56 18 15 67 48 80 56260.0
 58 12 14 22 15  6  7 27 18 27 27258.0
 58 12 15  7  7  4 12  7 12 18 12235.0
 58 12 16 27 32  9 22 18  9  7  4217.0
 58 12 17  6  4  6  9  6 32 94 80204.0
 58 12 18132 67 15 12 18  5  4 12202.0
 58 12 19 32 39 18 27 22 15 12  6187.0
 58 12 20 12 18 18 18 15 15 12  9199.0
 58 12 21  9  7 12  7  9  6  7  5198.0
 58 12 22 15  4  7  6  9  7 15  9211.0
 58 12 23  5  4 12 15 18 18 15  9215.0
 58 12 24  9  7  9  7  7  5  5  6224.0
 58 12 25  0  0  2  6  5  5  6 12  0.0
 58 12 26  9  9  4  7 18 18 18 18238.0
 58 12 27  9 15 15 15 18 12  5  7227.0
 58 12 28 18 12 15 12 15 15 12  9223.0
 58 12 29 15  7  6  6 12  6  9 15219.0
 58 12 30 12  6  9  9 22 15 12 12224.0
 58 12 31  9  5  7  5 12  6  9  3226.0
 59  1  1  0  0  2  3  3  2  0  0235.0
 59  1  2  0  0  2  6  6  5  4  4250.0
 59  1  3  7  9  9  7  7  4  6  2266.0
 59  1  4  4  3  6  7  9 12  7  5270.0
 59  1  5  7  5  4 22 27 27 39 67282.0
 59  1  6 39 27 15 18 27 22 27 18  0.0
 59  1  7 32 22 18 15  6  7 22 27306.0
 59  1  8 27 15  9 15  9 15 22 32278.0
 59  1  9 39  9  7 12 22 80 39 94268.0
 59  1 10 67 48 39 48 39 32 56 32282.0
 59  1 11 39  9  7  5  9  7 15 22260.0
 59  1 12 27  9  4  7 12 15 15 15251.0
 59  1 13  6  7 12 12  6  9 15  4235.0
 59  1 14  2  3 15  9  9  5  6 12224.0
 59  1 15  7 22 15  9  5  4  3  3207.0
 59  1 16  5  2  7 32 27 22 22 22213.0
 59  1 17 12 27 18 18 27 22 12  7220.0
 59  1 18 22 27 15 12 15 27 15 18237.0
 59  1 19  7 15 12 12  9  7 12  5265.0
 59  1 20  3  0  4  5  4  4  5  6294.0
 59  1 21  2  0  4  4  5  4  5  2315.0
 59  1 22  3  7 15  6  6  6  6  6337.0
 59  1 23 15  6  5 12 15  5  5  4328.0
 59  1 24  6  6  7  3  3  4  2  2334.0
 59  1 25  4  4  3 22 32 32 32 12321.0
 59  1 26  5 22  6 32 80 22  5  2314.0
 59  1 27  0  7 12 15 12  9  7  7314.0
 59  1 28 15  9  6  7  7  9 12  9322.0
 59  1 29  5  6 12 18 15 18 32 27304.0
 59  1 30 18 18  9 15  9  7  9  2262.0
 59  1 31 15 27 22 18  7  6  7  6224.0
 59  2  1 12 15  9 12 18 12  6  5205.0
 59  2  2  6 32 32 27 27 18 18 27205.0
 59  2  3 27 12  9 27 22 22 18 39204.0
 59  2  4 48 32 18 27 39 27 39 56201.0
 59  2  5 22 39 22 22 22 27 18 22191.0
 59  2  6 27 12  7 22 18 18 27 15195.0
 59  2  7 15 12  6  9 18  9 12  4182.0
 59  2  8  5  6  9 12 15 12 12 27182.0
 59  2  9 39 39 48 18 18 12  4  7174.0
 59  2 10  9  4  2  4  3  5  5 12190.0
 59  2 11  4 22 22 94 56 39 22 32199.0
 59  2 12 22 48 18 27 18 18 15 22199.0
 59  2 13 22  7  5 18 32 27 32 27201.0
 59  2 14 18 27 22 27 67 48 18  9199.0
 59  2 15 18 67 67 48 32 32 27  6213.0
 59  2 16 48 80 48 15 56 67 94 80214.0
 59  2 17 67 39 48 12  7  7  7  3220.0
 59  2 18  5  3  4  5  3  6  5  5218.0
 59  2 19 12 22 18 12 15  9  7  4218.0
 59  2 20  0  4  6  7  5  3  3  3228.0
 59  2 21  3  2 12  9  7  5  7  5224.0
 59  2 22 15 32 18 27  9 15  7 15219.0
 59  2 23 22 22 32 22 15  3  3  0212.0
 59  2 24  0  2  4  6  6  4  3  6220.0
 59  2 25 18 39 94 67 94154 56 32227.0
 59  2 26 56 56 94 39 39 39 32 32219.0
 59  2 27 18 27 12 15 32 67 48 22211.0
 59  2 28 39 48 15 27 48 48 67 56201.0
 59  3  1 39 48 48 32 39 67 27 32187.0
 59  3  2 27 32 39 27 32 22 39 27181.0
 59  3  3 22 32 22 22 18 22 18 27181.0
 59  3  4 18  9 15 18 12 12 18  7178.0
 59  3  5 15 15 15  7  6 12 18 12179.0
 59  3  6 12 12  6  4  5  3  4  2190.0
 59  3  7  2  3  4  7  6  7  9 12188.0
 59  3  8 39 18  7  5  4  6  3  4191.0
 59  3  9  6  6  5  4  4  6  2  0198.0
 59  3 10  0  0  6  6  3  2  0  2204.0
 59  3 11  2  0  5  5  6  3  9  5201.0
 59  3 12 18 18 18 22 27 18 18  5194.0
 59  3 13  7 15  9 12 18  9  6 18207.0
 59  3 14  3  7 15 12  9  5  4  6215.0
 59  3 15 12  7  5  9  6  3  2  6235.0
 59  3 16  9  4  5  4  3  2  3  4246.0
 59  3 17  5  9  7  4  4  6  4  6259.0
 59  3 18  2  7  3  4  6  5  3 27274.0
 59  3 19  4  4  5  9  7  6  9  3281.0
 59  3 20  5  7  7  5  6  4  4  3285.0
 59  3 21  4  3  5  9  7  7  5  5287.0
 59  3 22  3  3  4  6  7  5  4  7262.0
 59  3 23 12 22 15  6  6  9 12  6258.0
 59  3 24  7  6  7 12  9  7  7  5247.0
 59  3 25  9 56 18  9 32 56 48 18248.0
 59  3 26  9  5 27 94207 56 94154247.0
 59  3 27154179236111236236179 94246.0
 59  3 28 18 56 32 56 94132154154248.0
 59  3 29111 94 94 67 67 80 56 12245.0
 59  3 30 18 22 32 48 15  7  7  7258.0
 59  3 31 12 15 12 15 15  9 27 48254.0
 59  4  1 22 27 22  4  4  3  4  2256.0
 59  4  2  2  4  5  9  5  5 12  9236.0
 59  4  3 18 15 12 18  9  7  3 12216.0
 59  4  4 12 12  6  6  3  6  5  4215.0
 59  4  5 12  6  4  6  6  6  6  3196.0
 59  4  6  7  4  5  5  5  7  9  6196.0
 59  4  7  7  6  4  7  9  5 18  9217.0
 59  4  8 12 18 18 15 22 18 15 56215.0
 59  4  9 80 94 39 27  6  9 56 39215.0
 59  4 10 39 48179154154132 56 18220.0
 59  4 11 22 18 22 27 15  9 22 48232.0
 59  4 12 22 15  7 12  6  5  3 12224.0
 59  4 13 12  7 15  6 12  7  9  5209.0
 59  4 14 22 15  9  6  7  7  7 15198.0
 59  4 15 27  6  7  4  5  7 15  6189.0
 59  4 16  9  5  6 12  4  4  6  5188.0
 59  4 17  2  4 12 12 12  5  6  6190.0
 59  4 18  9  3  3  5  4  6  6  2181.0
 59  4 19  3  3  3  5  5  7  3  7196.0
 59  4 20  3  5  4  6  7  5  4  3203.0
 59  4 21 12  9  9 15  7  9  3  2203.0
 59  4 22  3  2  2  3  3  4  3  2199.0
 59  4 23  0  2  2 27 39 48111 94213.0
 59  4 24 22 27 32 27 39 32  9 27213.0
 59  4 25 15 22 27 12 15 27 32 22211.0
 59  4 26 22 27 12 15  7 15 15 32218.0
 59  4 27 15 12 18  7 15 15  6 22212.0
 59  4 28  6  7 12 15  9  6  9 32216.0
 59  4 29 27 22 15 15 32 48 27  9211.0
 59  4 30  7  7 15  7 39 48 39  7220.0
 59  5  1  5 22  7  9 12  5  7  7204.0
 59  5  2  7 12  9  4  4  3  6 12194.0
 59  5  3  4  4  4  4  5  5  6 22195.0
 59  5  4 15  6  9 15 12  9 15 48184.0
 59  5  5 94 56 15 27 27  7  4  2186.0
 59  5  6  3  3  2  4  4  5  2  3202.0
 59  5  7  5  3  4  5  4  4  4 15208.0
 59  5  8 18 56 56 48 22 27 12 27244.0
 59  5  9 18 12 12 22 22 22 12 12249.0
 59  5 10 12  9 18 22  7 18 15 15259.0
 59  5 11 15  9 27 15 22 22 22 80264.0
 59  5 12132111111 67111236 56 39266.0
 59  5 13  6  9 22 12 12 15 15 18264.0
 59  5 14  5  5  2  5 12  6  3  3244.0
 59  5 15  9  7 12 39 48 56 39 56228.0
 59  5 16 80 67 67 22  9  6  7 32222.0
 59  5 17  6  5 12 15 22 27  9  9224.0
 59  5 18 18 39 27  9  9 18 22 48213.0
 59  5 19 18 15  6 15 15 12 15 15199.0
 59  5 20 15  6  9  9  6  9 18  9201.0
 59  5 21 15 12  9 12  6  9 22 18201.0
 59  5 22 18  9 18 15  7 22 15 15201.0
 59  5 23 22 18  9  9  6  9 12  9198.0
 59  5 24 18 27 67 48 39 27 39154199.0
 59  5 25 94 22 22 18  9 15 12  9203.0
 59  5 26 18  4  3  7  5  5  9  6205.0
 59  5 27  9  6  5  5  4  2  3  4208.0
 59  5 28  2  4  3  3  4  2  3  5195.0
 59  5 29  3  2  2  3  2  3  2  6176.0
 59  5 30  4  2  2  6 18  7  5  3177.0
 59  5 31  9 18  9  9 48 22 27 32179.0
 59  6  1 12  7  7  5  4  6  9  7193.0
 59  6  2  9 12 15 18 27 15 27 32198.0
 59  6  3 18 27 12 18 22 15  7  9198.0
 59  6  4 22 15 27 22 12 12 22 48190.0
 59  6  5 32 15  9 12 18 12 12  9197.0
 59  6  6  6  6  9 18 12 15 15 15210.0
 59  6  7  9 15  6  5  7 12  7  6198.0
 59  6  8  6  5 12  7 12 18 15 12213.0
 59  6  9 15 18 27 32 27 12 15  9223.0
 59  6 10 22 32  9  9  7  7  5  7228.0
 59  6 11  5  5  6 48 80 39  7  6226.0
 59  6 12  4  4  4  3  4 12 15  5220.0
 59  6 13  5  3  3  3  5  3  5  6212.0
 59  6 14  3  6  4  9 18  9  5 15208.0
 59  6 15  6  9 18  9  7  4  4  5225.0
 59  6 16  7  6  6  5  5  4  9  9220.0
 59  6 17  2  2  2  2  4  5 12 18225.0
 59  6 18  6  9  7  5 18  9  7  6228.0
 59  6 19  5 15  7  7  9  4  7  5237.0
 59  6 20 12  6  5  5  9  5  9  9226.0
 59  6 21  6  4  6  4  7  9 15  9228.0
 59  6 22  6  6  7 18 15 12 12 15219.0
 59  6 23 12  7  7  6  6 22 22 39220.0
 59  6 24 67 80 12  5  4  6 22 12232.0
 59  6 25  7  5  4  6  5  4  6 15233.0
