 2436115.5    -842.15419404161     -10.23629829062      -0.01533740437
 2436116.5    -842.13872536421     -10.21864655692      -0.01530168440
 2436117.5    -842.13328416506     -10.20985865616      -0.01528383288
 2436118.5    -842.13391195758     -10.21333144056      -0.01529087770
 2436119.5    -842.13569314315     -10.23078945504      -0.01532643804
 2436120.5    -842.13331380112     -10.26195435950      -0.01539005259
 2436121.5    -842.12177563703     -10.30441609202      -0.01547691551
 2436122.5    -842.09718736695     -10.35380869242      -0.01557822483
 2436123.5    -842.05750133854     -10.40432998886      -0.01568222262
 2436124.5    -842.00305839450     -10.44958143318      -0.01577588184
 2436125.5    -841.93681583241     -10.48364794207      -0.01584708418
 2436126.5    -841.86416176308     -10.50228480528      -0.01588702985
 2436127.5    -841.79225251676     -10.50405485723      -0.01589257280
 2436128.5    -841.72882088900     -10.49121783844      -0.01586808352
 2436129.5    -841.68045262880     -10.47005231374      -0.01582617746
 2436130.5    -841.65053192823     -10.45016655506      -0.01578637785
 2436131.5    -841.63744591795     -10.44242851876      -0.01577092689
 2436132.5    -841.63404263779     -10.45564568661      -0.01579799429
 2436133.5    -841.62927073773     -10.49308168314      -0.01587450825
 2436134.5    -841.61191133013     -10.55067268632      -0.01599243734
 2436135.5    -841.57476693382     -10.61832114788      -0.01613136103
 2436136.5    -841.51704184970     -10.68377927522      -0.01626634857
 2436137.5    -841.44380326183     -10.73694109645      -0.01637670203
 2436138.5    -841.36334268904     -10.77242419023      -0.01645124702
 2436139.5    -841.28420505915     -10.78984183916      -0.01648894784
 2436140.5    -841.21315397464     -10.79254461511      -0.01649641594
 2436141.5    -841.15433809537     -10.78593481720      -0.01648452945
 2436142.5    -841.10930575877     -10.77605509029      -0.01646557226
 2436143.5    -841.07740134495     -10.76865418610      -0.01645130879
 2436144.5    -841.05622392425     -10.76862941561      -0.01645181092
 2436145.5    -841.04203124239     -10.77966216948      -0.01647468577
 2436146.5    -841.03011314454     -10.80391359276      -0.01652444411
 2436147.5    -841.01521696290     -10.84173178919      -0.01660190588
 2436148.5    -840.99211460520     -10.89141250746      -0.01670371564
 2436149.5    -840.95635352866     -10.94914485736      -0.01682222515
 2436150.5    -840.90512547515     -11.00930819881      -0.01694607841
 2436151.5    -840.83806612499     -11.06523112663      -0.01706172974
 2436152.5    -840.75772352456     -11.11039453697      -0.01715586812
 2436153.5    -840.66944376834     -11.13988429992      -0.01721836264
 2436154.5    -840.58054924126     -11.15174031816      -0.01724501950
 2436155.5    -840.49889347792     -11.14780746367      -0.01723935285
 2436156.5    -840.43106551620     -11.13378684524      -0.01721275215
 2436157.5    -840.38062848306     -11.11833910586      -0.01718272729
 2436158.5    -840.34683563447     -11.11126947435      -0.01716926457
 2436159.5    -840.32428555587     -11.12105472463      -0.01718979692
 2436160.5    -840.30389659251     -11.15227207123      -0.01725391965
 2436161.5    -840.27526885120     -11.20379846314      -0.01735963756
 2436162.5    -840.22988317131     -11.26871670138      -0.01749308648
 2436163.5    -840.16391979428     -11.33633478281      -0.01763258935
 2436164.5    -840.07938048261     -11.39564566690      -0.01775568808
 2436165.5    -839.98300914195     -11.43868119516      -0.01784599545
 2436166.5    -839.88371090545     -11.46233500376      -0.01789695394
 2436167.5    -839.78981894951     -11.46824072406      -0.01791164914
 2436168.5    -839.70726825332     -11.46131854900      -0.01789991062
 2436169.5    -839.63896076260     -11.44796347118      -0.01787466188
 2436170.5    -839.58500274338     -11.43457356090      -0.01784892850
 2436171.5    -839.54332615771     -11.42664032561      -0.01783396121
 2436172.5    -839.51034088869     -11.42829381328      -0.01783827470
 2436173.5    -839.48147349371     -11.44209443927      -0.01786719814
 2436174.5    -839.45160316550     -11.46890094934      -0.01792259802
